line,words,marked_words,word_ax,word_p50,mark_hit,mark_wrong,mark_missed,mark_extra,der_collapse_ok,der_words
1253,57,57,1,27,109,90,18,0,1,57
1254,61,60,0,32,98,76,23,0,1,61
1255,53,53,1,27,92,65,28,0,1,53
1256,35,35,2,18,58,52,9,0,2,35
1257,42,42,3,25,65,49,13,1,1,42
1258,30,30,0,10,52,39,16,0,0,30
1259,39,39,2,17,61,43,27,1,2,39
1260,29,29,2,16,49,33,19,0,2,29
1261,56,56,2,22,86,69,31,0,2,56
1262,51,51,5,31,94,59,16,1,5,51
1263,55,55,2,26,90,84,14,2,2,55
1264,57,57,3,33,101,65,19,1,3,57
1265,2,2,0,2,4,2,2,0,0,2
1266,60,60,5,37,108,80,12,2,5,60
1267,52,52,3,30,89,66,25,1,3,52
1268,41,41,1,20,65,53,20,1,0,41
1269,50,50,3,33,85,59,19,1,3,50
1270,50,50,2,20,65,68,15,1,2,50
1271,55,55,2,28,87,73,31,0,2,55
1272,55,55,4,25,85,78,17,0,4,55
1273,55,55,0,23,82,71,29,0,0,55
1274,61,60,11,31,93,66,28,0,12,61
1275,53,53,3,22,75,70,24,0,3,53
1276,53,53,2,22,81,79,20,0,2,53
1277,43,43,3,19,72,47,24,0,3,43
1278,44,44,3,25,73,37,30,1,3,44
1279,52,52,4,25,76,64,22,0,4,52
1280,43,43,3,27,83,52,16,0,3,43
1281,43,43,3,22,75,41,26,1,3,43
1282,56,56,0,30,116,75,26,0,0,56
1283,59,59,4,24,112,81,26,0,4,59
1284,52,52,1,23,87,66,34,0,1,52
1285,41,40,1,22,73,65,13,0,2,41
1286,45,45,0,21,77,73,10,2,0,45
1287,17,17,2,7,22,20,9,0,1,17
1288,54,54,1,23,77,66,28,0,1,54
1289,54,53,4,25,76,61,27,1,5,54
1290,50,50,2,25,78,72,14,2,2,50
1291,58,58,1,32,109,74,20,2,1,58
1292,56,56,4,29,92,69,20,2,4,56
1293,29,29,1,18,57,41,11,1,1,29
1294,4,4,0,3,10,3,2,0,0,4
1295,8,8,0,3,15,10,5,0,0,8
1296,8,8,0,3,15,13,2,0,0,8
1297,11,11,1,7,16,10,5,1,1,11
1298,9,9,1,3,12,16,1,0,1,9
1299,9,9,1,5,13,13,2,0,1,9
1300,8,8,0,2,10,13,4,0,0,8
1301,10,10,0,4,12,8,11,1,0,10
1302,10,10,2,7,17,11,2,0,2,10
1303,9,9,1,2,17,12,2,0,1,9
1304,8,8,1,4,15,10,2,0,1,8
1305,8,8,0,3,13,15,3,0,0,8
1306,7,7,0,4,16,8,6,0,0,7
1307,10,4,1,2,5,4,3,0,1,10
1308,8,8,0,3,12,8,8,0,0,8
1309,8,8,1,4,13,8,3,0,1,8
1310,10,10,2,6,15,11,1,0,2,10
1311,11,11,1,6,14,10,4,1,1,11
1312,9,9,0,5,15,10,5,0,0,9
1313,9,9,0,6,18,7,7,0,0,9
1314,11,11,2,6,17,11,1,1,2,11
1315,8,8,1,8,20,8,3,0,1,8
1316,9,9,1,6,16,14,3,0,1,9
1317,9,9,0,4,14,13,1,0,0,9
1318,9,9,1,5,17,8,5,0,1,9
1319,9,9,0,5,15,12,3,0,0,9
1320,8,8,0,3,15,6,10,0,0,8
1321,9,9,0,3,11,12,5,0,0,9
1322,10,10,0,4,12,12,4,0,0,10
1323,10,10,1,6,18,10,3,0,1,10
1324,8,8,1,4,20,9,5,0,1,8
1325,8,8,0,5,16,9,3,1,0,8
1326,9,9,0,6,15,10,6,0,0,9
1327,9,9,1,5,16,9,1,0,1,9
1328,8,8,0,2,9,10,5,0,0,8
1329,9,9,0,3,13,13,5,0,0,9
1330,9,9,0,3,13,9,9,0,0,9
1331,4,4,0,2,6,6,0,0,0,4
1332,13,13,1,7,19,21,0,0,0,13
1333,18,18,1,10,27,26,4,0,1,18
1334,18,18,0,9,32,19,9,1,0,18
1335,11,11,0,7,15,14,3,0,0,11
1336,26,26,4,16,32,24,7,0,4,26
1337,10,10,0,1,12,18,4,0,0,10
1338,9,9,0,3,14,14,1,1,0,9
1339,11,11,0,5,16,12,4,0,0,11
1340,12,12,0,4,15,17,1,0,0,12
1341,19,19,2,10,30,23,7,0,2,19
1342,10,10,0,6,16,15,1,0,0,10
1343,20,20,0,9,26,25,7,0,0,20
1344,23,23,5,16,36,25,3,0,5,23
1345,10,10,1,6,16,14,0,0,1,10
1346,22,22,1,7,27,33,2,0,1,22
1347,12,12,1,8,19,13,1,0,1,12
1348,12,12,0,6,19,15,3,0,0,12
1349,22,22,2,12,34,29,2,0,2,22
1350,10,10,0,4,15,12,2,0,0,10
1351,12,12,3,7,16,14,2,0,3,12
1352,11,11,2,8,17,8,7,0,2,11
1353,40,40,1,18,59,51,17,2,1,40
1354,45,45,3,23,74,57,22,0,3,45
1355,45,45,3,19,67,67,13,1,3,45
1356,9,9,0,6,20,14,3,0,0,9
1357,60,60,3,36,103,70,19,2,3,60
1358,6,6,0,4,11,7,1,0,0,6
1359,14,14,2,7,23,15,12,0,2,14
1360,31,31,2,12,50,44,13,0,2,31
1361,19,19,1,9,24,27,4,0,1,19
1362,39,39,1,17,66,51,16,1,1,39
1363,17,17,1,11,30,17,8,1,1,17
1364,34,34,1,19,54,55,7,1,1,34
1365,51,51,5,24,82,63,32,0,5,51
1366,43,43,0,22,66,53,13,0,0,43
1367,14,14,1,6,19,20,1,0,1,14
1368,24,24,2,16,39,30,4,1,2,24
1369,7,7,0,2,8,11,2,0,0,7
1370,20,20,1,15,38,26,5,1,1,20
1371,24,24,1,15,48,39,7,1,1,24
1372,22,22,2,14,37,22,12,0,2,22
1373,55,55,1,27,80,59,43,1,1,55
1374,48,48,1,28,82,60,15,1,1,48
1375,39,39,2,21,65,52,16,0,2,39
1376,48,48,3,33,88,58,17,0,3,48
1377,53,53,2,22,87,80,21,2,2,53
1378,42,42,1,26,72,45,21,0,1,42
1379,49,49,4,24,78,52,23,0,4,49
1380,45,45,7,24,66,58,15,1,7,45
1381,50,50,0,22,73,72,22,2,0,50
1382,54,54,1,26,84,76,19,1,1,54
1383,30,30,1,15,52,37,15,0,1,30
1384,44,44,1,14,72,64,26,0,1,44
1385,35,35,0,12,55,50,11,0,0,35
1386,6,6,1,4,10,6,3,0,1,6
1387,13,13,0,4,18,20,4,0,0,13
1388,52,52,1,29,88,66,27,0,1,52
1389,43,43,2,14,72,63,18,1,2,43
1390,61,59,1,29,102,80,32,2,3,61
1391,59,55,1,28,101,79,19,1,5,59
1392,57,53,3,29,87,64,23,1,7,57
1393,42,39,5,27,74,52,10,0,8,42
1394,2,0,0,0,0,0,0,0,2,2
1395,52,50,2,17,86,72,23,1,4,52
1396,53,52,3,20,88,76,21,0,4,53
1397,63,59,2,33,88,82,15,0,6,63
1398,61,60,2,30,97,101,11,0,3,61
1399,58,58,3,24,95,86,25,0,3,58
1400,19,19,1,12,30,21,4,0,1,19
1401,55,53,3,31,90,57,27,0,5,55
1402,51,51,2,28,85,65,16,1,1,51
1403,53,53,2,28,86,73,17,1,2,53
1404,30,30,0,17,62,48,10,0,0,30
1405,39,33,3,19,60,52,9,1,9,39
1406,40,34,0,22,62,48,5,2,6,40
1407,57,56,5,30,84,75,22,1,6,57
1408,44,43,3,23,63,51,18,1,4,44
1409,2,1,0,0,1,0,3,0,1,2
1410,10,10,0,3,19,20,9,0,0,10
1411,52,47,2,24,84,71,14,2,7,52
1412,47,45,4,21,81,70,12,0,6,47
1413,53,53,2,22,105,76,26,1,2,53
1414,6,6,0,3,12,9,1,0,0,6
1415,46,45,2,24,69,69,10,2,3,46
1416,36,36,1,17,52,47,12,2,1,36
1417,19,19,0,8,30,32,6,0,0,19
1418,46,44,4,25,68,47,19,5,6,46
1419,21,21,0,12,40,20,14,3,0,21
1420,40,39,5,16,63,61,6,0,6,40
1421,29,29,2,15,59,27,38,1,1,29
1422,8,8,2,6,17,11,0,0,2,8
1423,44,42,5,19,76,61,9,0,7,44
1424,36,36,2,21,68,45,17,0,2,36
1425,8,8,0,5,17,13,3,0,0,8
1426,28,28,1,12,44,43,11,1,1,28
1427,52,52,5,26,85,58,28,1,5,52
1428,23,23,0,13,37,24,13,1,0,23
1429,53,51,3,24,90,67,22,0,5,53
1430,35,35,2,22,58,38,18,1,2,35
1431,13,10,0,4,17,20,0,0,3,13
1432,24,24,1,17,60,30,9,0,1,24
1433,35,33,0,19,60,39,15,0,2,35
1434,29,29,1,16,60,44,11,1,1,29
1435,22,20,0,3,32,46,4,0,2,22
1436,24,24,0,12,43,36,8,0,0,24
1437,43,41,3,29,84,53,10,2,5,43
1438,33,31,1,14,48,44,7,1,3,33
1439,27,26,1,12,42,36,10,0,2,27
1440,25,24,0,12,46,43,6,0,1,25
1441,47,46,3,23,81,68,10,1,4,47
1442,40,39,1,19,67,44,21,2,2,40
1443,49,49,3,23,92,76,19,0,3,49
1444,43,43,1,21,86,56,38,0,1,43
1445,40,40,0,21,75,54,21,0,0,40
1446,23,23,0,11,39,31,10,0,0,23
1447,37,33,0,20,62,43,14,0,4,37
1448,26,26,2,15,51,34,7,0,2,26
1449,31,29,3,16,57,39,15,0,5,31
1450,38,36,0,26,74,37,17,1,2,38
1451,43,43,2,28,79,49,21,1,2,43
1452,11,11,0,4,17,12,14,0,0,11
1453,34,31,1,13,61,37,30,0,4,34
1454,67,60,4,22,96,87,35,1,11,67
1455,7,7,0,2,12,5,8,0,0,7
1456,52,44,1,20,74,53,26,0,9,52
1457,37,35,0,16,56,49,14,0,2,37
1458,28,26,1,13,40,28,11,0,3,28
1459,22,22,2,12,37,33,1,0,2,22
1460,57,55,2,30,101,73,20,0,4,57
1461,19,19,5,10,26,19,5,0,5,19
1462,16,16,2,9,24,20,4,0,2,16
1463,10,10,1,2,10,13,5,0,1,10
1464,20,20,2,9,29,30,9,0,2,20
1465,41,41,1,20,76,56,20,0,1,41
1466,47,45,0,27,102,63,28,0,2,47
1467,11,9,0,3,12,9,7,0,2,11
1468,51,51,2,25,84,73,21,0,2,51
1469,32,32,0,11,50,44,25,0,0,32
1470,35,35,0,13,57,48,23,0,0,35
1471,33,33,0,15,56,47,14,0,0,33
1472,51,47,2,27,90,66,14,0,6,51
1473,46,46,3,28,90,62,15,0,3,46
1474,42,42,1,23,79,49,26,0,1,42
1475,32,32,1,17,52,44,15,0,1,32
1476,43,42,2,24,71,52,14,3,3,43
1477,24,22,2,9,32,39,4,0,4,24
1478,2,1,0,1,2,1,0,0,1,2
1479,10,10,0,4,16,14,3,0,0,10
1480,21,21,0,9,38,27,18,0,0,21
1481,21,21,3,11,35,25,11,0,3,21
1482,34,32,1,14,65,49,17,0,3,34
1483,42,38,3,16,63,50,22,0,7,42
1484,21,20,2,11,37,20,11,1,3,21
1485,38,38,8,25,72,41,9,0,8,38
1486,30,28,1,10,39,39,6,1,3,30
1487,50,50,2,25,85,69,16,0,2,50
1488,38,38,1,21,59,49,11,1,1,38
1489,15,15,1,7,28,20,8,0,1,15
1490,7,7,0,3,11,16,1,0,0,7
1491,59,52,1,24,94,74,33,0,8,59
1492,15,14,0,4,16,22,7,0,1,15
1493,40,37,3,27,68,46,10,0,6,40
1494,21,20,0,11,37,26,8,0,1,21
1495,28,26,3,14,40,32,8,1,5,28
1496,56,54,1,27,85,79,15,1,3,56
1497,10,10,1,8,19,10,5,0,1,10
1498,47,45,2,26,82,49,27,1,4,47
1499,16,16,0,5,28,26,8,1,0,16
1500,42,42,1,17,75,72,17,0,1,42
1501,41,39,1,17,77,59,28,0,3,41
1502,8,8,0,3,15,13,5,0,0,8
1503,25,25,2,8,38,34,15,0,2,25
1504,49,44,3,31,82,45,18,1,8,49
1505,55,55,4,26,96,61,36,0,4,55
1506,12,12,0,2,21,22,9,0,0,12
1507,19,19,1,9,39,29,9,0,1,19
1508,27,27,2,15,58,36,11,0,2,27
1509,35,31,0,15,59,38,18,1,4,35
1510,48,46,1,21,72,71,16,0,3,48
1511,11,11,0,6,16,12,6,0,0,11
1512,27,27,3,15,50,27,16,0,2,27
1513,65,60,5,31,102,70,39,1,10,65
1514,45,44,1,18,76,64,21,1,2,45
1515,46,44,1,23,77,67,13,2,3,46
1516,21,21,2,12,33,26,16,0,2,21
1517,8,8,0,2,10,11,10,0,0,8
1518,21,20,0,9,39,32,10,0,1,21
1519,46,45,2,23,90,67,34,0,2,46
1520,20,20,0,8,32,30,3,0,0,20
1521,39,38,1,16,73,48,26,1,2,39
1522,34,34,0,13,58,49,17,0,0,34
1523,30,28,3,13,52,41,7,0,5,30
1524,9,9,0,2,15,6,23,0,0,9
1525,35,31,1,12,51,48,13,2,4,35
1526,19,19,1,7,39,29,19,0,1,19
1527,61,59,0,20,116,97,35,0,2,61
1528,54,52,1,28,94,77,19,1,3,54
1529,26,25,1,14,50,26,18,0,2,26
1530,29,29,0,16,52,43,12,0,0,29
1531,30,29,2,17,48,39,7,2,3,30
1532,34,33,1,22,62,34,18,0,2,34
1533,61,60,5,28,89,82,17,1,6,61
1534,45,43,4,20,74,57,21,1,6,45
1535,45,45,1,19,66,69,9,1,1,45
1536,9,9,0,7,19,9,5,0,0,9
1537,55,48,2,21,78,66,16,3,9,55
1538,1,1,0,0,2,1,1,0,0,1
1539,26,26,1,9,42,45,7,0,1,26
1540,16,16,0,8,25,22,6,0,0,16
1541,39,39,2,24,66,42,17,1,2,39
1542,30,30,4,20,51,25,14,0,3,30
1543,33,32,3,20,63,38,13,0,4,33
1544,7,7,1,2,9,9,3,0,1,7
1545,50,50,0,24,85,71,20,2,0,50
1546,52,48,0,19,79,67,23,0,4,52
1547,35,32,1,12,51,48,12,2,4,35
1548,52,47,4,27,83,67,11,3,9,52
1549,14,14,0,9,26,20,1,1,0,14
1550,25,23,1,13,40,32,8,0,3,25
1551,15,15,1,11,35,16,5,1,1,15
1552,23,21,2,10,31,21,13,0,4,23
1553,27,25,1,12,41,38,9,0,3,27
1554,42,38,2,18,65,60,17,0,6,42
1555,17,15,0,7,22,20,8,0,2,17
1556,27,25,1,10,39,39,3,1,3,27
1557,61,57,5,29,99,79,20,0,9,61
1558,34,34,2,22,63,43,16,0,2,34
1559,49,49,2,30,86,52,30,2,2,49
1560,30,29,2,15,48,36,8,1,2,30
1561,35,33,1,21,62,39,16,0,3,35
1562,47,47,2,26,82,55,23,0,2,47
1563,16,14,2,5,25,21,2,0,4,16
1564,41,41,2,18,65,52,14,0,2,41
1565,18,18,1,8,36,26,10,0,1,18
1566,59,59,2,28,112,88,35,0,1,59
1567,21,21,2,13,42,26,9,0,2,21
1568,9,9,0,6,17,9,5,1,0,9
1569,18,18,2,12,38,22,10,1,2,18
1570,54,54,3,35,98,73,16,1,3,54
1571,40,37,2,14,62,57,22,0,5,40
1572,34,34,2,20,58,49,12,0,2,34
1573,19,19,1,12,41,28,3,0,1,19
1574,14,14,1,9,23,20,3,0,1,14
1575,55,55,3,30,103,80,21,0,3,55
1576,30,30,0,16,55,39,17,0,0,30
1577,35,35,1,16,65,58,15,0,1,35
1578,55,52,0,27,90,73,26,0,3,55
1579,44,41,2,17,71,68,12,0,5,44
1580,27,27,2,14,56,35,15,1,2,27
1581,52,51,3,23,93,78,20,1,4,52
1582,13,12,0,4,18,21,2,0,1,13
1583,47,46,3,27,92,55,28,0,4,47
1584,8,8,2,5,16,10,1,0,2,8
1585,27,27,2,14,51,42,11,0,2,27
1586,11,11,0,7,30,13,7,0,0,11
1587,37,37,2,16,66,70,7,0,2,37
1588,61,52,3,26,85,72,17,1,12,61
1589,50,40,3,21,75,51,28,0,13,50
1590,55,53,3,30,86,71,13,1,5,55
1591,14,14,0,8,28,28,3,0,0,14
1592,33,33,1,18,63,53,10,1,1,33
1593,26,22,1,9,38,34,15,1,5,26
1594,30,28,1,15,55,48,11,0,3,30
1595,32,32,1,19,64,51,9,0,1,32
1596,40,35,1,14,60,62,13,0,6,40
1597,7,7,0,3,13,15,1,0,0,7
1598,52,51,2,24,78,72,24,0,3,52
1599,17,17,1,6,34,20,18,0,1,17
1600,48,44,1,16,62,71,15,0,5,48
1601,54,52,1,28,95,73,25,0,3,54
1602,47,43,4,18,71,66,19,0,8,47
1603,38,35,0,21,63,46,23,0,3,38
1604,7,6,0,4,13,8,1,0,1,7
1605,44,43,3,25,81,55,14,1,4,44
1606,18,18,1,12,32,20,8,0,1,18
1607,18,16,2,9,27,18,5,0,4,18
1608,9,9,2,7,17,9,1,0,2,9
1609,46,41,1,26,78,66,3,2,4,46
1610,47,47,1,31,96,66,12,0,1,47
1611,42,42,0,21,65,52,29,0,0,42
